iso3,data_id,indicator,value,precision,dhs_country_code,country_name,survey_year,survey_id,indicator_id,indicator_order,indicator_type,characteristic_id,characteristic_order,characteristic_category,characteristic_label,by_variable_id,by_variable_label,is_total,is_preferred,sdrid,region_id,survey_year_label,survey_type,denominator_weighted,denominator_unweighted,ci_low,ci_high,level_rank
#country+code,#meta+id,#indicator+name,#indicator+value+num,#indicator+precision,NA,#country+name,#date+year,#survey+id,#indicator+code,NA,NA,NA,NA,NA,NA,#indicator+label+code,#indicator+label,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZAF,751751,Antenatal care provider: Doctor,28.5,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_DOC,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWDOC,NA,100,DHS,100,100,NA,NA,NA
ZAF,567476,Antenatal care provider: Doctor,30,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_DOC,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWDOC,NA,100,DHS,100,100,NA,NA,NA
ZAF,205488,Antenatal care provider: Doctor,27.3,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_DOC,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWDOC,NA,100,DHS,100,100,NA,NA,NA
ZAF,751748,Antenatal care provider: Nurse/midwife,66.6,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NRS,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWNRS,NA,100,DHS,100,100,NA,NA,NA
ZAF,567472,Antenatal care provider: Nurse/midwife,65,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NRS,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWNRS,NA,100,DHS,100,100,NA,NA,NA
ZAF,205485,Antenatal care provider: Nurse/midwife,68.4,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NRS,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWNRS,NA,100,DHS,100,100,NA,NA,NA
ZAF,751754,Antenatal care provider: Traditional birth attendant,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_TBA,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWTBA,NA,100,DHS,100,100,NA,NA,NA
ZAF,567471,Antenatal care provider: Traditional birth attendant,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_TBA,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWTBA,NA,100,DHS,100,100,NA,NA,NA
ZAF,205487,Antenatal care provider: Traditional birth attendant,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_TBA,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWTBA,NA,100,DHS,100,100,NA,NA,NA
ZAF,751752,Antenatal care provider: Other,0.6,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_OTH,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWOTH,NA,100,DHS,100,100,NA,NA,NA
ZAF,567479,Antenatal care provider: Other,0.7,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_OTH,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWOTH,NA,100,DHS,100,100,NA,NA,NA
ZAF,205489,Antenatal care provider: Other,0.7,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_OTH,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWOTH,NA,100,DHS,100,100,NA,NA,NA
ZAF,751749,Antenatal care provider: Missing,1.2,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_MIS,100,S,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWMIS,NA,100,DHS,100,100,NA,NA,NA
ZAF,567473,Antenatal care provider: Missing,1.1,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_MIS,100,S,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWMIS,NA,100,DHS,100,100,NA,NA,NA
ZAF,205491,Antenatal care provider: Missing,0.9,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_MIS,100,S,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWMIS,NA,100,DHS,100,100,NA,NA,NA
ZAF,751753,No antenatal care,2.9,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NON,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWNON,NA,100,DHS,100,100,NA,NA,NA
ZAF,567480,No antenatal care,3.1,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NON,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWNON,NA,100,DHS,100,100,NA,NA,NA
ZAF,205490,No antenatal care,2.7,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NON,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWNON,NA,100,DHS,100,100,NA,NA,NA
ZAF,751750,Antenatal care: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_TOT,100,T,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWTOT,NA,100,DHS,100,100,NA,NA,NA
ZAF,567474,Antenatal care: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_TOT,100,T,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWTOT,NA,100,DHS,100,100,NA,NA,NA
ZAF,205497,Antenatal care: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_TOT,100,T,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWTOT,NA,100,DHS,100,100,NA,NA,NA
ZAF,751767,Antenatal care from a skilled provider,95.1,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_SKP,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWSKP,NA,100,DHS,100,100,NA,NA,NA
ZAF,567475,Antenatal care from a skilled provider,95,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_SKP,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWSKP,NA,100,DHS,100,100,NA,NA,NA
ZAF,205486,Antenatal care from a skilled provider,95.7,1,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_SKP,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWSKP,NA,100,DHS,100,100,NA,NA,NA
ZAF,754459,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,2871,0,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NUM,100,D,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWNUM,NA,100,DHS,NA,100,NA,NA,NA
ZAF,566372,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,4122,0,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NUM,100,D,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWNUM,NA,100,DHS,NA,100,NA,NA,NA
ZAF,205498,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,2010,0,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_NUM,100,D,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWNUM,NA,100,DHS,NA,100,NA,NA,NA
ZAF,375163,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted),2903,0,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_UNW,100,U,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHANCPWUNW,NA,100,DHS,100,NA,NA,NA,NA
ZAF,27571,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted),4148,0,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_UNW,100,U,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHANCPWUNW,NA,100,DHS,100,NA,NA,NA,NA
ZAF,205492,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted),2041,0,ZA,South Africa,1998,ZA1998DHS,RH_ANCP_W_UNW,100,U,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHANCPWUNW,NA,100,DHS,100,NA,NA,NA,NA
ZAF,334590,Place of delivery: Public sector,76.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PUB,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPUB,NA,100,DHS,100,100,NA,NA,NA
ZAF,302266,Place of delivery: Public sector,74.9,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PUB,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCPUB,NA,100,DHS,100,100,NA,NA,NA
ZAF,3816,Place of delivery: Public sector,77.6,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PUB,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCPUB,NA,100,DHS,100,100,NA,NA,NA
ZAF,334592,Place of delivery: Private sector,8,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PRV,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCPRV,NA,100,DHS,100,100,NA,NA,NA
ZAF,302262,Place of delivery: Private sector,8.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PRV,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCPRV,NA,100,DHS,100,100,NA,NA,NA
ZAF,3671,Place of delivery: Private sector,7.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_PRV,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCPRV,NA,100,DHS,100,100,NA,NA,NA
ZAF,334593,Place of delivery: At home,13.8,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_HOM,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCHOM,NA,100,DHS,100,100,NA,NA,NA
ZAF,302263,Place of delivery: At home,14.3,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_HOM,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCHOM,NA,100,DHS,100,100,NA,NA,NA
ZAF,3672,Place of delivery: At home,13.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_HOM,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCHOM,NA,100,DHS,100,100,NA,NA,NA
ZAF,334594,Place of delivery: Other,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_OTH,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCOTH,NA,100,DHS,100,100,NA,NA,NA
ZAF,302264,Place of delivery: Other,0.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_OTH,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCOTH,NA,100,DHS,100,100,NA,NA,NA
ZAF,3673,Place of delivery: Other,0.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_OTH,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCOTH,NA,100,DHS,100,100,NA,NA,NA
ZAF,334595,Place of delivery: don't know or missing,1.6,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DKM,100,S,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDKM,NA,100,DHS,100,100,NA,NA,NA
ZAF,302265,Place of delivery: don't know or missing,2.1,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DKM,100,S,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCDKM,NA,100,DHS,100,100,NA,NA,NA
ZAF,3674,Place of delivery: don't know or missing,1.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DKM,100,S,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDKM,NA,100,DHS,100,100,NA,NA,NA
ZAF,334591,Place of delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_TOT,100,T,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCTOT,NA,100,DHS,100,100,NA,NA,NA
ZAF,302267,Place of delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_TOT,100,T,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCTOT,NA,100,DHS,100,100,NA,NA,NA
ZAF,3817,Place of delivery: Total,100,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_TOT,100,T,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCTOT,NA,100,DHS,100,100,NA,NA,NA
ZAF,334596,Place of delivery: Health facility,84.5,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,100,I,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCDHF,NA,100,DHS,100,100,NA,NA,NA
ZAF,302268,Place of delivery: Health facility,83.4,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,100,I,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCDHF,NA,100,DHS,100,100,NA,NA,NA
ZAF,3675,Place of delivery: Health facility,85.2,1,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_DHF,100,I,100,0,Total,Total,14002,Two years preceding the survey,1,1,RHDELPCDHF,NA,100,DHS,100,100,NA,NA,NA
ZAF,205512,Number of live births (or stillbirths) in the last two (or three/five) years,3072,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_NUM,100,D,100,0,Total,Total,14000,Three years preceding the survey,1,0,RHDELPCNUM,NA,100,DHS,NA,100,NA,NA,NA
ZAF,387438,Number of live births (or stillbirths) in the last two (or three/five) years,4992,0,ZA,South Africa,1998,ZA1998DHS,RH_DELP_C_NUM,100,D,100,0,Total,Total,14001,Five years preceding the survey,1,0,RHDELPCNUM,NA,100,DHS,NA,100,NA,NA,NA
